E. Edificación y Vivienda
Mercado de la vivienda
Compra-Venta de Viviendas
Estadística registral inmobiliaria: datos anuales por distritos
4.2.1.2. Transacciones de vivienda por Distrito y Barrio según Superficie construida
;;2018;2018;2018;2018;2018;2018;2019;2019;2019;2019;2019;2019;2020;2020;2020;2020;2020;2020;2021;2021;2021;2021;2021;2021;2022;2022;2022;2022;2022;2022;2023;2023;2023;2023;2023;2023;2024;2024;2024;2024;2024;2024
;;Total;Menos de 40 m2;40 a 60 m2;60 a 80 m2;80 a 100 m2;Más de 100 m2;Total;Menos de 40 m2;40 a 60 m2;60 a 80 m2;80 a 100 m2;Más de 100 m2;Total;Menos de 40 m2;40 a 60 m2;60 a 80 m2;80 a 100 m2;Más de 100 m2;Total;Menos de 40 m2;40 a 60 m2;60 a 80 m2;80 a 100 m2;Más de 100 m2;Total;Menos de 40 m2;40 a 60 m2;60 a 80 m2;80 a 100 m2;Más de 100 m2;Total;Menos de 40 m2;40 a 60 m2;60 a 80 m2;80 a 100 m2;Más de 100 m2;Total;Menos de 40 m2;40 a 60 m2;60 a 80 m2;80 a 100 m2;Más de 100 m2
Ciudad de Madrid;Ciudad de Madrid;38.330;3.431;9.718;9.633;6.262;9.286;34.754;3.158;9.079;8.374;5.525;8.618;25.332;2.040;5.929;6.254;4.335;6.774;35.436;2.751;8.570;8.599;6.239;9.277;40.723;3.437;10.318;10.155;6.665;10.148;35.035;3.160;9.469;8.798;5.916;7.692;37.479;3.542;9.837;9.392;6.223;8.485
15. Ciudad Lineal;154. Concepción;261;17;99;93;27;25;205;12;94;74;16;9;149;7;68;46;11;17;306;14;133;94;29;36;303;30;132;90;29;22;254;27;126;64;21;16;302;21;133;94;26;28
15. Ciudad Lineal;155. San Pascual;183;7;68;32;25;51;142;7;59;16;32;28;90;7;34;8;20;21;164;9;88;18;26;23;220;13;106;27;35;39;171;9;83;22;19;38;216;12;91;26;35;52
15. Ciudad Lineal;156. San Juan Bautista;117;1;14;19;36;47;125;5;19;29;31;41;57;1;6;17;15;18;94;1;13;21;23;36;137;7;20;27;33;50;131;1;16;32;41;41;152;1;20;34;46;51
15. Ciudad Lineal;157. Colina;84;1;16;23;21;23;77;1;20;18;12;26;47;4;6;12;14;11;76;1;16;28;16;15;76;3;13;25;11;24;105;4;18;32;20;31;111;4;23;18;22;44
15. Ciudad Lineal;158. Atalaya;23;1;2;13;1;6;23;3;3;12;3;2;14;0;4;6;0;4;14;1;3;3;0;7;22;1;3;4;0;14;0;0;0;0;0;0;23;2;3;8;1;9
15. Ciudad Lineal;159. Costillares;163;3;9;26;35;90;159;2;17;24;33;83;119;2;14;13;24;66;145;2;16;29;18;80;214;3;17;34;49;111;954;0;300;262;280;112;214;8;29;38;40;99
16. Hortaleza;16. Hortaleza;2.752;94;442;565;348;1.303;2.256;36;378;435;369;1.038;1.197;20;209;309;209;450;2.287;23;375;474;370;1.045;2.580;41;319;564;345;1.311;1.817;37;309;397;342;732;1.674;32;286;423;362;571
16. Hortaleza;161. Palomas;62;0;0;3;13;46;53;0;0;2;7;44;53;0;0;1;7;45;76;0;0;0;11;65;83;0;0;4;4;75;50;0;0;0;10;40;54;0;1;5;11;37
16. Hortaleza;162. Piovera;146;2;5;12;21;106;104;2;7;12;13;70;77;1;1;4;11;60;103;1;8;9;4;81;105;3;4;10;11;77;186;2;8;12;11;153;109;1;4;11;14;79
16. Hortaleza;163. Canillas;360;19;61;118;101;61;299;15;51;105;87;41;229;6;39;85;71;28;297;14;59;102;76;46;323;15;53;104;90;61;321;22;68;108;93;30;324;21;65;113;78;47
16. Hortaleza;164. Pinar del Rey;627;20;268;166;114;59;628;17;223;160;154;74;358;10;130;116;68;34;496;5;190;137;111;53;559;16;211;182;85;65;448;9;175;139;80;45;452;9;155;157;86;45
16. Hortaleza;165. Apóstol Santiago;131;1;11;49;26;44;120;0;12;49;29;30;88;2;10;46;16;14;110;0;8;50;21;31;146;4;11;61;29;41;138;0;12;60;38;28;138;0;10;57;32;39
16. Hortaleza;166. Valdefuentes;1.426;52;97;217;73;987;1.052;2;85;107;79;779;392;1;29;57;36;269;1.202;3;109;176;145;769;1.363;3;40;203;125;992;674;4;46;78;110;436;596;1;51;79;141;324
17. Villaverde;17. Villaverde;1.785;80;627;545;308;225;2.251;91;573;674;266;647;1.026;23;304;287;153;259;907;23;309;271;180;124;550;22;249;150;65;64;837;26;365;292;86;68;917;38;386;321;103;69
17. Villaverde;"171. Villaverde Alto, Casco Histórico de Villaverde";637;22;240;177;86;112;438;27;167;172;36;36;240;11;100;80;21;28;286;12;108;91;44;31;30;0;9;10;10;1;11;0;8;1;2;0;96;5;32;45;7;7
17. Villaverde;172. San Cristóbal;248;0;127;110;7;4;293;2;145;124;16;6;133;1;72;54;3;3;119;1;56;58;4;0;159;1;89;59;6;4;316;0;165;138;10;3;294;2;160;116;12;4
17. Villaverde;173. Butarque;217;41;57;52;38;29;536;41;64;65;78;288;260;2;16;34;34;174;71;1;23;17;17;13;119;2;28;24;20;45;165;5;44;49;30;37;136;5;27;52;30;22
17. Villaverde;174. Los Rosales;298;17;119;91;44;27;291;21;125;86;41;18;181;9;75;58;25;14;172;9;68;52;22;21;223;19;120;51;21;12;336;21;143;103;41;28;325;26;148;89;38;24
17. Villaverde;175. Ángeles;385;0;84;115;133;53;693;0;72;227;95;299;212;0;41;61;70;40;259;0;54;53;93;59;19;0;3;6;8;2;9;0;5;1;3;0;66;0;19;19;16;12
18. Villa de Vallecas;18. Villa de Vallecas;1.538;66;446;377;404;245;1.663;139;319;321;440;444;977;39;206;257;273;202;1.040;49;252;221;292;226;1.331;57;368;357;348;201;1.289;55;349;479;272;134;1.197;60;344;295;343;155
18. Villa de Vallecas;181. Casco Histórico de Vallecas;326;26;136;114;34;16;321;25;146;98;28;24;271;17;122;83;37;12;383;33;142;125;64;19;516;28;219;184;64;21;419;35;192;120;56;16;382;34;181;107;49;11
18. Villa de Vallecas;182. Santa Eugenia;168;0;16;14;105;33;202;6;13;29;119;35;117;3;5;17;67;25;178;0;13;12;106;47;192;0;10;24;133;25;139;0;8;16;83;32;157;1;14;22;88;32
18. Villa de Vallecas;183. Ensanche de Vallecas;1.044;40;294;249;265;196;1.085;108;160;193;265;359;589;19;79;157;169;165;479;16;97;84;122;160;622;29;138;149;151;155;730;20;149;342;133;86;658;25;149;166;206;112
19. Vicálvaro;19. Vicálvaro;769;18;175;175;149;252;955;9;151;142;228;425;950;15;114;167;301;353;2.180;19;185;329;663;984;1.766;26;251;310;440;739;1.647;22;222;323;556;524;1.227;33;294;299;260;341
19. Vicálvaro;191. Casco Histórico de Vicálvaro;311;18;170;87;27;9;273;8;148;74;21;22;197;11;105;54;19;8;341;19;173;97;32;20;414;26;226;106;29;27;440;21;188;122;81;28;474;22;262;139;35;16
19. Vicálvaro;192. Valdebernardo;64;0;1;14;36;13;45;1;0;16;19;9;30;0;2;4;16;8;57;0;2;18;25;12;68;0;4;12;38;14;37;1;1;8;22;5;41;0;1;8;23;9
19. Vicálvaro;193. Valderribas;100;0;4;35;23;38;68;0;2;16;15;35;36;0;0;13;10;13;98;0;3;18;36;41;96;0;2;32;28;34;85;0;2;19;36;28;85;0;4;23;28;30
19. Vicálvaro;194. El Cañaveral;294;0;0;39;63;192;568;0;1;36;173;358;685;4;7;96;255;323;1.682;0;7;196;570;909;1.188;0;19;160;345;664;1.085;0;31;174;417;463;626;11;27;129;174;285
20. San Blas-Canillejas;20. San Blas-Canillejas;1.743;139;510;336;399;359;1.757;157;662;353;307;278;1.159;92;317;268;236;246;1.815;102;431;317;466;499;1.861;119;577;357;345;463;2.130;143;899;450;343;295;1.883;129;587;418;377;372
20. San Blas-Canillejas;201. Simancas;498;126;101;81;77;113;380;91;103;80;43;63;257;80;63;48;27;39;324;88;76;60;42;58;383;97;107;58;56;65;358;85;100;67;37;69;412;83;128;89;36;76
20. San Blas-Canillejas;202. Hellín;144;0;41;39;19;45;130;0;45;32;11;42;101;0;34;26;8;33;161;0;42;23;17;79;188;0;59;37;13;79;175;0;55;45;14;61;183;0;60;30;16;77
20. San Blas-Canillejas;203. Amposta;151;0;119;13;16;3;136;3;105;12;14;2;85;0;66;12;6;1;123;0;94;9;16;4;170;0;123;24;22;1;146;0;113;13;18;2;154;1;113;13;23;4
20. San Blas-Canillejas;204. Arcos;240;1;115;37;78;9;206;0;105;22;74;5;260;0;82;27;72;79;438;0;111;26;209;92;328;1;143;31;83;70;237;0;110;27;85;15;276;0;100;32;125;19
20. San Blas-Canillejas;205. Rosas;170;1;23;34;61;51;137;13;7;31;48;38;98;0;5;39;35;19;150;0;7;41;43;59;148;6;12;37;45;48;124;5;9;41;44;25;161;4;22;36;40;59
20. San Blas-Canillejas;206. Rejas;171;1;21;23;72;54;371;42;184;43;55;47;124;2;15;29;50;28;255;7;17;44;61;126;238;5;22;48;71;92;694;34;401;128;70;61;229;15;29;48;69;68
20. San Blas-Canillejas;207. Canillejas;266;10;72;94;53;37;312;8;93;121;41;49;173;8;46;72;26;21;289;7;75;97;54;56;315;10;96;111;43;55;320;15;99;113;59;34;395;26;117;155;57;40
20. San Blas-Canillejas;208. El Salvador;103;0;18;15;23;47;85;0;20;12;21;32;61;2;6;15;12;26;71;0;9;16;21;25;91;0;15;11;12;53;76;4;12;16;16;28;73;0;18;15;11;29
21. Barajas;21. Barajas;595;21;66;177;106;225;563;57;95;147;116;148;598;7;46;101;92;352;476;24;78;108;107;159;672;48;142;171;125;186;412;17;76;95;88;136;402;17;87;104;73;121
21. Barajas;211. Alameda de Osuna;216;11;1;43;30;131;288;30;36;84;52;86;155;0;2;40;42;71;182;4;0;51;49;78;322;21;39;89;64;109;141;1;1;36;35;68;132;0;2;36;32;62
21. Barajas;212. Aeropuerto;19;0;17;2;0;0;14;0;10;2;1;1;12;0;10;2;0;0;10;0;6;1;2;1;18;0;17;0;1;0;13;0;13;0;0;0;18;0;14;2;1;1
21. Barajas;213. Casco Histórico de Barajas;99;6;24;34;25;10;72;6;20;26;14;6;41;3;17;11;5;5;75;14;26;17;14;4;120;19;43;36;16;6;94;5;34;27;19;9;109;12;37;36;19;5
21. Barajas;214. Timón;155;3;14;87;33;18;125;21;21;31;30;22;328;2;13;39;31;243;120;3;30;26;30;31;118;4;30;35;24;25;104;8;27;29;14;26;85;2;26;26;11;20
21. Barajas;215. Corralejos;106;1;10;11;18;66;64;0;8;4;19;33;62;2;4;9;14;33;89;3;16;13;12;45;94;4;13;11;20;46;60;3;1;3;20;33;58;3;8;4;10;33
00. No consta;00. No consta;384;49;74;70;51;140;626;41;167;155;115;148;626;41;167;155;115;148;371;18;86;82;85;100;34;2;12;13;2;5;0;0;0;0;0;0;..;..;..;..;..;..
;
;
"Fuente: Colegio de Registradores de la Propiedad, Bienes Muebles y Mercantiles de España"
"Observaciones: ""Tasa de cobertura:  La información recoge el 96,8% de las transmisiones de 2007;97,6% de 2008;98,1% de 2009;96,2% de 2010;97,9% de 2011;97,5% de 2012;97,5% de 2013;96,4% de 2014;98,1% de 2009; 96,2% de 2010;97,9% de 2011;97,5% de 2012;97,5% de 2013;96,4% de 2014;96,1% de 2015;97,3% de 2016;97,1% de 2017;98,0% de 2018; 98,4% de 2019; 95,3% de 2020;95,6% del 2021,97,5% de 2022;97,5 de 2023 y 97,7 de 2024 (compraventas de viviendas con transmisión del 100% del dominio sobre la propiedad) y de las constituciones de hipotecas recogidas por los Registros de la Propiedad y las referidas al municipio de Madrid. En 2017 cambia de nombre el barrio de San Andrés por Casco histórico de Villaverde; en Villa de Vallecas se crea el barrio de Ensanche de Vallecas y en Vicálvaro se reestructuran los barrios.
Para evitar ofrecer dar datos poco significativos, sólo se muestra el dato por barrio cuando se dispone de un número mínimo de 15 casos para calcular la media, pero el dato de distrito siempre recoge todos los casos.""
"
