E. Edificación y Vivienda
Mercado de la vivienda
Compra-Venta de Viviendas
Estadística registral inmobiliaria: datos anuales por distritos
4.2.1.1. Transacciones de vivienda por Distrito y Barrio según Tipo
;;2018;2018;2018;2018;2018;2019;2019;2019;2019;2019;2020;2020;2020;2020;2020;2021;2021;2021;2021;2021;2022;2022;2022;2022;2022;2023;2023;2023;2023;2023;2024;2024;2024;2024;2024
;;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas
Ciudad de Madrid;Ciudad de Madrid;38.330;8.362;7.412;950;29.968;34.754;7.175;6.414;761;27.579;25.332;6.070;5.287;783;19.262;35.436;7.668;6.371;1.297;27.768;40.723;6.700;6.003;697;34.023;35.035;6.334;5.847;487;28.701;37.479;6.533;6.137;396;30.946
09. Moncloa-Aravaca;093. Ciudad Universitaria;146;4;4;0;142;101;2;2;0;99;73;0;0;0;73;143;23;23;0;120;159;10;10;0;149;109;8;8;0;101;178;23;23;0;155
09. Moncloa-Aravaca;094. Valdezarza;326;60;60;0;266;294;56;56;0;238;264;64;64;0;200;311;15;15;0;296;351;41;41;0;310;241;3;3;0;238;296;9;9;0;287
09. Moncloa-Aravaca;095. Valdemarín;109;26;26;0;83;62;10;10;0;52;67;3;3;0;64;74;0;0;0;74;45;4;4;0;41;61;10;10;0;51;101;43;43;0;58
09. Moncloa-Aravaca;096. El Plantío;24;5;5;0;19;18;0;0;0;18;62;38;38;0;24;42;7;7;0;35;21;0;0;0;21;35;15;15;0;20;30;4;4;0;26
09. Moncloa-Aravaca;097. Aravaca;521;263;262;1;258;205;31;31;0;174;195;34;34;0;161;201;17;17;0;184;121;3;3;0;118;200;9;9;0;191;244;41;41;0;203
10. Latina;10. Latina;2.498;551;522;29;1.947;2.112;376;350;26;1.736;1.727;405;387;18;1.322;2.187;353;333;20;1.834;2.649;372;356;16;2.277;2.145;281;275;6;1.864;2.430;461;446;15;1.969
10. Latina;101. Los Cármenes;165;29;29;0;136;146;28;28;0;118;114;24;22;2;90;135;19;19;0;116;163;35;33;2;128;142;15;15;0;127;169;37;37;0;132
10. Latina;102. Puerta del Ángel;551;136;132;4;415;433;98;97;1;335;320;72;70;2;248;486;107;104;3;379;642;152;146;6;490;532;117;116;1;415;597;184;179;5;413
10. Latina;103. Lucero;426;80;79;1;346;377;47;46;1;330;312;52;52;0;260;389;55;54;1;334;405;51;50;1;354;396;63;63;0;333;383;65;65;0;318
10. Latina;104. Aluche;692;107;107;0;585;541;35;34;1;506;524;155;155;0;369;592;40;40;0;552;695;64;63;1;631;519;23;23;0;496;653;58;58;0;595
10. Latina;105. Campamento;207;48;40;8;159;185;36;31;5;149;151;32;28;4;119;164;29;26;3;135;239;26;25;1;213;147;17;16;1;130;202;48;46;2;154
10. Latina;106. Cuatro Vientos;31;9;8;1;22;28;2;2;0;26;29;4;2;2;25;35;2;1;1;33;41;3;2;1;38;30;2;2;0;28;28;0;0;0;28
10. Latina;107. Águilas;424;141;126;15;283;402;130;112;18;272;277;66;58;8;211;386;101;89;12;285;463;41;37;4;422;379;44;40;4;335;397;69;61;8;328
11. Carabanchel;11. Carabanchel;2.276;402;380;22;1.874;1.993;358;345;13;1.635;1.558;327;287;40;1.231;1.836;354;342;12;1.482;2.866;381;371;10;2.485;2.813;334;331;3;2.479;2.846;449;443;6;2.397
11. Carabanchel;111. Comillas;145;32;32;0;113;143;17;16;1;126;132;30;30;0;102;157;39;39;0;118;203;22;22;0;181;294;28;28;0;266;227;15;15;0;212
11. Carabanchel;112. Opañel;286;54;54;0;232;247;57;57;0;190;171;43;43;0;128;191;64;64;0;127;356;66;66;0;290;351;47;47;0;304;364;35;35;0;329
11. Carabanchel;113. San Isidro;451;67;65;2;384;378;67;67;0;311;346;57;57;0;289;377;51;48;3;326;564;87;84;3;477;427;46;45;1;381;385;52;52;0;333
11. Carabanchel;114. Vista Alegre;511;44;44;0;467;414;28;28;0;386;362;15;15;0;347;422;43;43;0;379;549;29;28;1;520;505;36;36;0;469;448;23;23;0;425
11. Carabanchel;115. Puerta Bonita;273;53;53;0;220;290;53;53;0;237;144;47;47;0;97;139;25;25;0;114;388;62;62;0;326;400;44;44;0;356;453;70;70;0;383
11. Carabanchel;116. Buenavista;428;127;108;19;301;360;123;111;12;237;311;123;84;39;188;445;120;111;9;325;563;103;97;6;460;519;113;111;2;406;644;236;230;6;408
11. Carabanchel;117. Abrantes;182;25;24;1;157;161;13;13;0;148;92;12;11;1;80;105;12;12;0;93;243;12;12;0;231;317;20;20;0;297;325;18;18;0;307
12. Usera;12. Usera;1.332;728;648;80;604;1.062;342;326;16;720;1.151;574;571;3;577;789;163;159;4;626;737;85;81;4;652;772;62;58;4;710;903;62;57;5;841
12. Usera;121. Orcasitas;191;119;111;8;72;132;49;49;0;83;100;22;22;0;78;95;19;18;1;76;89;7;5;2;82;122;1;1;0;121;149;3;3;0;146
12. Usera;122. Orcasur;132;109;61;48;23;122;55;51;4;67;74;20;20;0;54;75;15;13;2;60;20;2;2;0;18;12;2;2;0;10;40;3;3;0;37
12. Usera;123. San Fermín;222;12;10;2;210;189;10;7;3;179;155;13;12;1;142;165;13;12;1;152;209;14;13;1;195;187;10;7;3;177;221;15;11;4;206
12. Usera;124. Almendrales;211;129;115;14;82;173;65;60;5;108;532;437;436;1;95;141;40;40;0;101;84;15;15;0;69;135;21;21;0;114;122;12;12;0;110
12. Usera;125. Moscardó;241;146;143;3;95;174;58;58;0;116;127;31;31;0;96;160;40;40;0;120;202;34;34;0;168;176;17;17;0;159;189;10;10;0;179
12. Usera;126. Zofío;96;14;14;0;82;73;11;11;0;62;51;18;17;1;33;46;6;6;0;40;118;10;9;1;108;133;9;8;1;124;153;14;13;1;139
12. Usera;127. Pradolongo;238;198;193;5;40;193;92;88;4;101;112;33;33;0;79;97;25;25;0;72;15;3;3;0;12;7;2;2;0;5;29;5;5;0;24
13. Puente de Vallecas;13. Puente de Vallecas;2.693;778;700;78;1.915;2.359;583;538;45;1.776;1.786;439;410;29;1.347;2.504;662;593;69;1.842;3.336;831;753;78;2.505;2.695;650;601;49;2.045;2.528;511;480;31;2.017
13. Puente de Vallecas;131. Entrevías;409;193;164;29;216;295;111;91;20;184;230;95;84;11;135;382;173;145;28;209;448;190;160;30;258;403;172;156;16;231;328;142;125;17;186
13. Puente de Vallecas;132. San Diego;679;222;200;22;457;518;191;180;11;327;445;155;142;13;290;615;185;169;16;430;850;274;250;24;576;699;242;229;13;457;551;178;177;1;373
13. Puente de Vallecas;133. Palomeras Bajas;314;68;66;2;246;331;63;63;0;268;226;38;38;0;188;261;48;47;1;213;409;60;57;3;349;315;47;47;0;268;350;52;47;5;298
13. Puente de Vallecas;134. Palomeras Sureste;410;105;104;1;305;391;55;54;1;336;296;41;41;0;255;443;113;113;0;330;620;172;172;0;448;424;39;39;0;385;465;39;39;0;426
13. Puente de Vallecas;135. Portazgo;273;61;59;2;212;284;68;66;2;216;175;29;28;1;146;180;26;24;2;154;298;31;29;2;267;308;56;55;1;252;297;44;42;2;253
13. Puente de Vallecas;136. Numancia;608;129;107;22;479;540;95;84;11;445;414;81;77;4;333;623;117;95;22;506;711;104;85;19;607;546;94;75;19;452;537;56;50;6;481
14. Moratalaz;14. Moratalaz;728;61;27;34;667;664;42;30;12;622;534;30;17;13;504;826;75;42;33;751;954;63;47;16;891;701;32;22;10;669;751;36;24;12;715
14. Moratalaz;141. Pavones;72;11;3;8;61;57;6;4;2;51;42;4;0;4;38;69;14;5;9;55;74;9;7;2;65;58;4;2;2;54;57;1;0;1;56
14. Moratalaz;142. Horcajo;23;5;5;0;18;15;0;0;0;15;9;0;0;0;9;24;10;9;1;14;23;5;4;1;18;20;1;0;1;19;17;1;1;0;16
14. Moratalaz;143. Marroquina;147;7;4;3;140;157;4;4;0;153;138;7;6;1;131;204;12;5;7;192;212;11;11;0;201;183;8;6;2;175;188;11;9;2;177
14. Moratalaz;144. Media Legua;144;1;1;0;143;133;3;2;1;130;105;1;1;0;104;160;5;4;1;155;198;6;5;1;192;122;4;4;0;118;134;2;2;0;132
14. Moratalaz;145. Fontarrón;189;32;11;21;157;172;20;11;9;152;127;11;5;6;116;187;24;12;12;163;257;23;11;12;234;158;13;8;5;145;184;13;6;7;171
14. Moratalaz;146. Vinateros;153;5;3;2;148;130;9;9;0;121;113;7;5;2;106;182;10;7;3;172;190;9;9;0;181;160;2;2;0;158;171;8;6;2;163
15. Ciudad Lineal;15. Ciudad Lineal;2.426;116;115;1;2.310;2.092;122;120;2;1.970;1.502;102;98;4;1.400;2.343;91;88;3;2.252;2.981;187;184;3;2.794;2.550;156;154;2;2.394;2.707;161;159;2;2.546
15. Ciudad Lineal;151. Ventas;224;44;44;0;180;519;75;73;2;444;348;46;42;4;302;538;46;44;2;492;730;59;57;2;671;599;68;66;2;531;593;31;31;0;562
15. Ciudad Lineal;152. Pueblo Nuevo;144;40;40;0;104;578;17;17;0;561;496;29;29;0;467;650;23;22;1;627;866;79;79;0;787;774;31;31;0;743;760;13;13;0;747
15. Ciudad Lineal;153. Quintana;80;0;0;0;80;264;0;0;0;264;182;0;0;0;182;352;0;0;0;352;404;11;11;0;393;346;26;26;0;320;336;7;7;0;329
15. Ciudad Lineal;154. La Concepción;25;2;2;0;23;205;1;1;0;204;149;6;6;0;143;306;0;0;0;306;303;2;2;0;301;254;0;0;0;254;302;3;3;0;299
15. Ciudad Lineal;155. San Pascual;157;3;3;0;154;142;0;0;0;142;90;2;2;0;88;164;1;1;0;163;220;0;0;0;220;171;0;0;0;171;216;3;3;0;213
15. Ciudad Lineal;156. San Juan Bautista;2.324;14;13;1;2.310;125;1;1;0;124;57;3;3;0;54;94;1;1;0;93;137;2;1;1;135;131;8;8;0;123;152;33;33;0;119
15. Ciudad Lineal;157. Colina;65;4;4;0;61;77;16;16;0;61;47;5;5;0;42;76;6;6;0;70;76;13;13;0;63;105;11;11;0;94;111;37;37;0;74
15. Ciudad Lineal;158. Atalaya;115;0;0;0;115;23;1;1;0;22;14;0;0;0;14;14;0;0;0;14;22;0;0;0;22;17;1;1;0;16;23;2;2;0;21
15. Ciudad Lineal;159. Costillares;357;17;9;8;340;159;11;11;0;148;119;11;11;0;108;145;14;14;0;131;214;21;21;0;193;153;11;11;0;142;214;32;30;2;182
16. Hortaleza;16. Hortaleza;2.752;1.190;1.073;117;1.562;2.256;873;702;171;1.383;1.197;310;272;38;887;2.287;1.043;988;55;1.244;2.580;859;821;38;1.721;1.817;436;395;41;1.381;1.674;379;347;32;1.295
16. Hortaleza;161. Palomas;62;1;1;0;61;53;6;6;0;47;53;18;18;0;35;76;12;12;0;64;83;18;18;0;65;50;0;0;0;50;54;0;0;0;54
16. Hortaleza;162. Piovera;146;31;31;0;115;104;8;8;0;96;77;4;4;0;73;103;13;13;0;90;105;8;8;0;97;186;94;94;0;92;109;22;22;0;87
16. Hortaleza;163. Canillas;360;20;12;8;340;299;10;6;4;289;229;18;14;4;211;297;14;12;2;283;323;14;14;0;309;321;10;8;2;311;324;38;35;3;286
16. Hortaleza;164. Pinar del Rey;627;102;87;15;525;628;63;46;17;565;358;67;59;8;291;496;75;68;7;421;559;111;104;7;448;448;62;52;10;386;452;80;73;7;372
